gene_symbol,gs_name,gs_subcat,human_gene_symbol,logFC,AveExpr,adj.P.Val,threshold
CG17636,GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE,CC,GGT2,-1.30481747555489,6.07870877360522,0.000988635260535554,Decrease
Spn42De,GO_ANGIOGENESIS,BP,SERPINE1,-1.70626933694116,6.72258926767906,0.00302827236563671,Decrease
slif,GO_ANION_TRANSMEMBRANE_TRANSPORT,BP,SLC7A3,-1.07145893537957,8.50384017772997,0.0409515079934536,Decrease
slif,GO_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF,SLC7A3,-1.07145893537957,8.50384017772997,0.0409515079934536,Decrease
slif,GO_ANION_TRANSPORT,BP,SLC7A3,-1.07145893537957,8.50384017772997,0.0409515079934536,Decrease
Calx,GO_ANKYRIN_BINDING,MF,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
CG4080,GO_ANTIGEN_PROCESSING_AND_PRESENTATION,BP,MARCH1,-1.01117370959371,8.37964012537122,0.0122268600119245,Decrease
CG4080,GO_ANTIGEN_PROCESSING_AND_PRESENTATION,BP,MARCH8,-1.01117370959371,8.37964012537122,0.0122268600119245,Decrease
CG4080,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,BP,MARCH1,-1.01117370959371,8.37964012537122,0.0122268600119245,Decrease
CG4080,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,BP,MARCH8,-1.01117370959371,8.37964012537122,0.0122268600119245,Decrease
CG4080,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,BP,MARCH1,-1.01117370959371,8.37964012537122,0.0122268600119245,Decrease
CG4080,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,BP,MARCH8,-1.01117370959371,8.37964012537122,0.0122268600119245,Decrease
slif,GO_ANTIPORTER_ACTIVITY,MF,SLC7A3,-1.07145893537957,8.50384017772997,0.0409515079934536,Decrease
Calx,GO_ANTIPORTER_ACTIVITY,MF,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_ANTIPORTER_ACTIVITY,MF,SLC8A2,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_ANTIPORTER_ACTIVITY,MF,SLC8A3,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
sfl,GO_AORTA_DEVELOPMENT,BP,NDST1,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
GstZ1,GO_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS,BP,GSTZ1,-1.01639678529794,7.3986406988768,0.0278670308713072,Decrease
GstZ1,GO_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS,BP,GSTZ1,-1.01639678529794,7.3986406988768,0.0278670308713072,Decrease
sfl,GO_ARTERY_DEVELOPMENT,BP,NDST1,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
CG5815,GO_ATP_DEPENDENT_CHROMATIN_REMODELING,BP,SPTY2D1,-1.53107847780187,8.41679880430533,0.000569375597625376,Decrease
wnd,GO_AUTOPHAGY,BP,MAP3K12,-1.5483686355685,9.93155290277065,3.15255298020027e-05,Decrease
wnd,GO_AXON,CC,MAP3K12,-1.5483686355685,9.93155290277065,3.15255298020027e-05,Decrease
Aplip1,GO_AXON,CC,MAPK8IP1,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Aplip1,GO_AXON_PART,CC,MAPK8IP1,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Aplip1,GO_AXONAL_GROWTH_CONE,CC,MAPK8IP1,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
slif,GO_BASIC_AMINO_ACID_TRANSPORT,BP,SLC7A3,-1.07145893537957,8.50384017772997,0.0409515079934536,Decrease
Calx,GO_BASOLATERAL_PLASMA_MEMBRANE,CC,SLC8A2,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Aplip1,GO_BEHAVIOR,BP,MAPK8IP2,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Spn42De,GO_BEHAVIOR,BP,SERPINE2,-1.70626933694116,6.72258926767906,0.00302827236563671,Decrease
Calx,GO_BEHAVIOR,BP,SLC8A2,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_BEHAVIOR,BP,SLC8A3,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Aplip1,GO_BETA_AMYLOID_BINDING,MF,MAPK8IP2,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Aplip1,GO_BINDING_BRIDGING,MF,MAPK8IP1,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Aplip1,GO_BINDING_BRIDGING,MF,MAPK8IP2,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Spn42De,GO_BLOOD_MICROPARTICLE,CC,SERPINA3,-1.70626933694116,6.72258926767906,0.00302827236563671,Decrease
Spn42De,GO_BLOOD_MICROPARTICLE,CC,SERPINC1,-1.70626933694116,6.72258926767906,0.00302827236563671,Decrease
Spn42De,GO_BLOOD_VESSEL_MORPHOGENESIS,BP,SERPINE1,-1.70626933694116,6.72258926767906,0.00302827236563671,Decrease
LysX,GO_CALCIUM_ION_BINDING,MF,LALBA,-2.41802232930625,6.59446895007203,3.23075516845e-05,Decrease
Calx,GO_CALCIUM_ION_BINDING,MF,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALCIUM_ION_IMPORT,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALCIUM_ION_IMPORT,BP,SLC8A3,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,BP,SLC8A2,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,BP,SLC8A3,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF,SLC8A2,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF,SLC8A3,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALCIUM_ION_TRANSPORT,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALCIUM_ION_TRANSPORT,BP,SLC8A2,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALCIUM_ION_TRANSPORT,BP,SLC8A3,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALCIUM_MEDIATED_SIGNALING,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALMODULIN_BINDING,MF,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALMODULIN_BINDING,MF,SLC8A2,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CALMODULIN_BINDING,MF,SLC8A3,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
LysX,GO_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,BP,LALBA,-2.41802232930625,6.59446895007203,3.23075516845e-05,Decrease
sfl,GO_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,BP,NDST1,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
CG6910,GO_CARBOHYDRATE_CATABOLIC_PROCESS,BP,MIOX,-1.03727903123513,4.90918477859436,0.0235776831059059,Decrease
sfl,GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS,BP,NDST1,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
sfl,GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS,BP,NDST2,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
sfl,GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS,BP,NDST3,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
sfl,GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS,BP,NDST4,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
Ppcs,GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS,BP,PPCS,-1.61011487752233,6.94716063816292,0.000285570455680222,Decrease
LysX,GO_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,BP,SPACA3,-2.41802232930625,6.59446895007203,3.23075516845e-05,Decrease
sfl,GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,BP,NDST1,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
sfl,GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,BP,NDST2,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
sfl,GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,BP,NDST3,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
sfl,GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,BP,NDST4,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
Ppcs,GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,BP,PPCS,-1.61011487752233,6.94716063816292,0.000285570455680222,Decrease
LysX,GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,BP,SPACA3,-2.41802232930625,6.59446895007203,3.23075516845e-05,Decrease
LysX,GO_CARBOHYDRATE_METABOLIC_PROCESS,BP,LALBA,-2.41802232930625,6.59446895007203,3.23075516845e-05,Decrease
CG6910,GO_CARBOHYDRATE_METABOLIC_PROCESS,BP,MIOX,-1.03727903123513,4.90918477859436,0.0235776831059059,Decrease
sfl,GO_CARBOHYDRATE_METABOLIC_PROCESS,BP,NDST1,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
Spn42De,GO_CARBOHYDRATE_METABOLIC_PROCESS,BP,SERPINA12,-1.70626933694116,6.72258926767906,0.00302827236563671,Decrease
CG10424,GO_CARBON_OXYGEN_LYASE_ACTIVITY,MF,NAXD,-1.39606417442212,7.99962027206309,0.000227753516309334,Decrease
Calx,GO_CARDIAC_CELL_DEVELOPMENT,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
sfl,GO_CARDIAC_CHAMBER_DEVELOPMENT,BP,NDST1,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
Calx,GO_CARDIAC_CONDUCTION,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
sfl,GO_CARDIAC_SEPTUM_DEVELOPMENT,BP,NDST1,-1.41321171598513,7.81970537659184,0.0209415008506109,Decrease
Calx,GO_CARDIOCYTE_DIFFERENTIATION,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
GstZ1,GO_CATABOLIC_PROCESS,BP,GSTZ1,-1.01639678529794,7.3986406988768,0.0278670308713072,Decrease
wnd,GO_CATABOLIC_PROCESS,BP,MAP3K12,-1.5483686355685,9.93155290277065,3.15255298020027e-05,Decrease
CG6910,GO_CATABOLIC_PROCESS,BP,MIOX,-1.03727903123513,4.90918477859436,0.0235776831059059,Decrease
LysX,GO_CATABOLIC_PROCESS,BP,SPACA3,-2.41802232930625,6.59446895007203,3.23075516845e-05,Decrease
Eip63E,GO_CATALYTIC_COMPLEX,CC,CDK14,-2.3419538425463,9.36197283316281,0.00012156951848766,Decrease
wnd,GO_CATALYTIC_COMPLEX,CC,MAP3K13,-1.5483686355685,9.93155290277065,3.15255298020027e-05,Decrease
Calx,GO_CATION_CATION_ANTIPORTER_ACTIVITY,MF,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CATION_CATION_ANTIPORTER_ACTIVITY,MF,SLC8A2,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CATION_CATION_ANTIPORTER_ACTIVITY,MF,SLC8A3,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
slif,GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF,SLC7A3,-1.07145893537957,8.50384017772997,0.0409515079934536,Decrease
Calx,GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF,SLC8A2,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF,SLC8A3,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
slif,GO_CATION_TRANSPORT,BP,SLC7A3,-1.07145893537957,8.50384017772997,0.0409515079934536,Decrease
Calx,GO_CATION_TRANSPORT,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CATION_TRANSPORT,BP,SLC8A2,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CATION_TRANSPORT,BP,SLC8A3,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
LysX,GO_CELL_ACTIVATION,BP,SPACA3,-2.41802232930625,6.59446895007203,3.23075516845e-05,Decrease
Spn42De,GO_CELL_AGING,BP,SERPINE1,-1.70626933694116,6.72258926767906,0.00302827236563671,Decrease
Aplip1,GO_CELL_BODY,CC,MAPK8IP1,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Aplip1,GO_CELL_BODY,CC,MAPK8IP2,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Spn42De,GO_CELL_BODY,CC,SERPINE2,-1.70626933694116,6.72258926767906,0.00302827236563671,Decrease
Calx,GO_CELL_BODY,CC,SLC8A2,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CELL_BODY,CC,SLC8A3,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CELL_CELL_CONTACT_ZONE,CC,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CELL_CELL_JUNCTION,CC,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
LysX,GO_CELL_CELL_RECOGNITION,BP,SPACA3,-2.41802232930625,6.59446895007203,3.23075516845e-05,Decrease
LysX,GO_CELL_CELL_SIGNALING,BP,LALBA,-2.41802232930625,6.59446895007203,3.23075516845e-05,Decrease
Aplip1,GO_CELL_CELL_SIGNALING,BP,MAPK8IP2,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Calx,GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Eip63E,GO_CELL_CYCLE,BP,CDK14,-2.3419538425463,9.36197283316281,0.00012156951848766,Decrease
Eip63E,GO_CELL_CYCLE_G2_M_PHASE_TRANSITION,BP,CDK14,-2.3419538425463,9.36197283316281,0.00012156951848766,Decrease
Eip63E,GO_CELL_CYCLE_PHASE_TRANSITION,BP,CDK14,-2.3419538425463,9.36197283316281,0.00012156951848766,Decrease
Eip63E,GO_CELL_CYCLE_PROCESS,BP,CDK14,-2.3419538425463,9.36197283316281,0.00012156951848766,Decrease
LysX,GO_CELL_DEATH,BP,LALBA,-2.41802232930625,6.59446895007203,3.23075516845e-05,Decrease
Aplip1,GO_CELL_DEVELOPMENT,BP,MAPK8IP2,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Calx,GO_CELL_DEVELOPMENT,BP,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Eip63E,GO_CELL_DIVISION,BP,CDK14,-2.3419538425463,9.36197283316281,0.00012156951848766,Decrease
Calx,GO_CELL_JUNCTION,CC,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CELL_JUNCTION,CC,SLC8A3,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Aplip1,GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,BP,MAPK8IP2,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Aplip1,GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION,BP,MAPK8IP2,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Aplip1,GO_CELL_PART_MORPHOGENESIS,BP,MAPK8IP2,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
wnd,GO_CELL_PROJECTION,CC,MAP3K12,-1.5483686355685,9.93155290277065,3.15255298020027e-05,Decrease
Aplip1,GO_CELL_PROJECTION,CC,MAPK8IP1,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Aplip1,GO_CELL_PROJECTION,CC,MAPK8IP2,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Calx,GO_CELL_PROJECTION,CC,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CELL_PROJECTION,CC,SLC8A2,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CELL_PROJECTION,CC,SLC8A3,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Aplip1,GO_CELL_PROJECTION_ORGANIZATION,BP,MAPK8IP2,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
wnd,GO_CELL_PROJECTION_PART,CC,MAP3K12,-1.5483686355685,9.93155290277065,3.15255298020027e-05,Decrease
Aplip1,GO_CELL_PROJECTION_PART,CC,MAPK8IP1,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Aplip1,GO_CELL_PROJECTION_PART,CC,MAPK8IP2,-1.82597727862155,7.26695110851571,0.000785279660451541,Decrease
Calx,GO_CELL_PROJECTION_PART,CC,SLC8A1,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
Calx,GO_CELL_PROJECTION_PART,CC,SLC8A2,-1.13996009221437,7.02903925635942,0.00686072959753687,Decrease
